column,value_a,count_a,value_b,count_b,similarity
q3_33,PROVIDING LAND TRANSPORTATION TO ALL LAND PASSENGERS,1,PROVIDING LAND TRANSPORTATION TO PASSENGERS,1,0.956
q3_33,LOOKING AFTER THE RAMP,1,LOOKING AFTER THE CROPS,1,0.956
q3_33,CLEAN THE SHIP,1,CLEAN THE FISH,1,0.956
q3_33,FEATCHING AND MIXING OF CEMENTS,1,FETCHING AND MIXING OF CEMENTS,1,0.956
q3_33,TRANSPORTING  PASSENGER,1,TRANSPORTING PASSANGERS,1,0.956
q3_33,OPERATING A MACHINE,1,OPERATING MACHINES,1,0.956
q3_33,SELLING OF CLOTHING,1,SELLING CLOTHING,1,0.956
q3_33,TRANSPORTING COMMUTERS IN REGION 5,1,TRANSPORTING COMMUTERS AROUND REGION 5,1,0.956
q3_33,CLEANING CANAL ETC,1,CLEANING CANAL,1,0.956
q3_33,SELLING IN THE SHOP,9,SELL IN THE SHOP,5,0.956
q3_33,"PLANTING, CLEANING ETC",1,"PLANTING,  CLEANING ETC",1,0.955
q3_33,SECURING BUILDING,3,SECURING BUILDINGS ETC,1,0.955
q3_33,CUTTING WOOD,3,CUTTING OFWOOD,1,0.955
q3_33,TRANSPORTING PASSENGERS,13,TRANSPORTIMG PASSENGERS,1,0.955
q3_33,TAKING CUSTOMERS TO THEIR DESTINATION,1,TAKING COSTUMERS TO THEIR  DESTINATION BY TAXI,1,0.955
q3_33,TRANSPORTING GOODS ETC,1,TRANSPORTNG GOODS,1,0.955
q3_33,SELLING BEVERAGES,2,SELLING VEGETABLES,1,0.954
q3_33,CLEANING THE SHOP,1,CLEANING THE HOUSE,1,0.954
q3_33,GENERAL ACCOUNTING,1,GENERAL ACCOUNTS,1,0.954
q3_33,Bulid house,1,Build houses,1,0.954
q3_33,TAKING CARE OF A CHILD,1,TAKING CARE OF A SICK CHILD,1,0.954
q3_33,CATCH FISH,6,CATCH FISHING,1,0.954
q3_33,ASSISTING CUSTOMER,8,ASSIST CUSTOMERS,3,0.954
q3_33,DAILY SELLING OF ITEMS IN SHOP,2,DAILY SELLING OF ITEMS IN STALL,1,0.954
q3_33,CLEANING HOME,2,CLEAN HOME,1,0.954
q3_33,CATCHING FISH,16,CATCH FISHING,1,0.954
q3_33,MANAGES THE BUSINESS,1,MANAGES THE BUSINESS PLACE,1,0.954
q3_33,PACKING WOOD,1,PACKING GOODS,1,0.953
q3_33,OPERATING HEABY DUTY MACHINARY,1,OPERATING HEAVY DUTY MACHINES,1,0.953
q3_33,SELLING CLOTHES,1,SELLING OF CLOTHES,1,0.953
q3_33,PLANTING AND HARVESTING OF RICE,2,PLANTING AND HARVESTING CROPS,1,0.953
q3_33,CLEANING OF HOUSES,2,CLEANING HOUSES,1,0.953
q3_33,BUILDING OF HOUSES,2,BUILDING  HOUSE,1,0.953
q3_33,BUILDING OF HOUSES,2,BUILDING HOUSES,2,0.953
q3_33,CUTTTING CANE,1,CUTTUNG CANE,1,0.953
q3_33,SELLING OF DRINKS,1,SELLING DRINK,1,0.953
q3_33,DO THINGS AROUND THE WORKSITE,2,DO THINGS AROUND THE WORKPLACE,1,0.953
q3_33,MIXING CEMENT,3,MIXING CEMENT ETC,2,0.953
q3_33,WELDING ETC,1,WEEDING ETC,1,0.952
q3_33,DO THINGS AROUND THE SITE,2,DO THINGS AROUND THE SHOP,1,0.952
q3_33,DO THINGS AROUND THE SHOP,1,DO THINGS AROUND THE DORMS,1,0.952
q3_33,BUILDING AND REPAIRING,1,BUILDING AND REPAIRING HOUSES,1,0.952
q3_33,LAYING BLOCKS AND PLASTERING BUILDINGS,4,LAYING BLOCKS  AND PLASTERING BUILDING,1,0.952
q3_33,"CLEANING, COOKING ETC",1,"CLEANING,COOKING",1,0.952
q3_33,PROTECTING BUILDING AT UG,1,PROTECTING BUILDING,1,0.952
q3_33,CLEARNING OF SCHOOL,1,CKEANING OF SCHOOL,1,0.952
q3_33,SECURING THE BUILDING,6,SECURING BUILDINGS,3,0.951
q3_33,KEEPING THE SHOP,2,KEEPING THE HOUSE,1,0.951
q3_33,CLEANING OF THE LAND,2,CLEANING OF THE FIELD,1,0.951
q3_33,SERVING CUSTOMERS,3,SERVE CUSTOMERS,1,0.951
q3_33,SUPERVISING STAFF,2,SUPERVISE STAFF,2,0.951
q3_33,ATTENDING TO CUSTOMER,2,"ATTEND TO CUSTOMERS,",1,0.951
q3_33,CONSTRUCTION OF BUILDINGS,4,CONSTRUCTION OF BRIDGES,1,0.951
q3_33,SELLING CUSTOMER,2,SELLING COSTOMERS,1,0.951
q3_33,ENSURING THE SMOOTH RUNNING OF CITY MARKETS,1,ENSURING THE SMOOTH RUNNING OF THE FRAM,1,0.951
q3_33,SECURING THE BUILDING,6,SECURING OF BUILDING,1,0.951
q3_33,BUILDING HOUSE,4,BUILDING OF HOUSE,2,0.95
q3_33,TRANSPORTING,2,TRANSPORT,1,0.95
q3_33,MAINTAINANCE,4,MAINTANCE,1,0.95
q3_33,SELLING CUSTOMERS,4,SELL COSTUMERS,2,0.95
q3_33,LABOURER,1,LABOUROR,1,0.95
q3_33,DO THINGS AROUND THE WORKSITE,2,DO THINGS AROUND THE DORMS,1,0.95
q3_33,DRIVER,1,DRIVINER,1,0.95
q3_33,TRANSPORT,1,TRANSPORTMAN,1,0.95
q3_33,COOK FOOD,3,COOKING FOOD,3,0.95
q3_33,PACKING WOOD,1,PACKING WOOD ETC,1,0.95
q3_33,SELLING COSTUMERS,5,SELL CUSTOMERS,2,0.95
q3_33,BUILDING,11,BUILDIND,1,0.95
q3_33,SPRAYING VICHICLES,1,SPRAYING MOTOR VICHICLES,1,0.95
q3_33,CLEANING,37,CLEANINY,1,0.95
