hhid,member,panelid,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q1_02,q1_03,q1_04,q1_05,q1_06,q1_07,q1_08,q1_09,q1_10,q1_11,q1_12,q1_13,q1_14,q1_15,q1_16,q2_01,q2_02,q2_03,q2_04,q2_05,q2_06,q2_07,q2_08,q2_09,q2_10,q2_11,q2_12,q2_13,q2_14,q2_15,q2_16,q2_17,q2_18,q2_19,q2_20,q3_01,q3_02,q3_03,q3_04,q3_05,q3_06,q3_07_1,q3_07_2,q3_07_3,q3_07_4,q3_07_5,q3_07_6,q3_07_7,q3_08,q3_09,q3_10,q3_11,q3_12,q3_13,q3_14,q3_15,q3_15b,q3_16,q3_17,q3_18,q3_19,q3_20,q3_21,q3_22,q3_23,q3_24,q3_25,q3_26,q3_27,q3_28,q3_29,q3_30,q3_31,isic_code,q3_32,q3_33,isco_code,q3_34,q3_35,q3_36,q3_37,q3_38,q3_39,q3_40,q3_41,q4_01,q4_02,q4_03,q4_04,q4_05,q4_06,q4_07,q4_08,q4_09,q5_01,q5_02,q5_03a,q5_03b,q5_04,q5_05,q5_06,q5_07,q6_01,q6_01b,q6_02a,q6_02b,q6_02c,q6_02d,q6_02e,q6_02f,q6_03a,q6_03b,q6_03c,q6_03d,q6_03e,q6_03f,q6_03g,q6_03h,q6_03i,q6_04a,q6_04b,q6_04c,q6_04d,q6_04e,q6_04f,q6_05a,q6_05b,q6_05c,q6_05d,q6_05e,q6_05f,q6_05g,q6_05h,q6_05i,q6_06,q6_06b,q6_07,q6_08,q6_09,q6_10,q6_11,q6_12,q6_13,q6_11b,q6_12b,q6_13b,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20a,q6_20b,q6_21,q6_22,q6_23,q6_24a,q6_24b,q6_25
01 0006 054 3,2,102,86.75137429796524,01 0,01 0006,4,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Spouse/ partner,Female,40,Married,Mixed,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,Yes,Yes,Yes,No,,3,MABARUMA REGIONAL ADMINISTRATION,LOOKING INTO THE ISSUES AND CONCER OF THE PEOPLE IN THE BARBINA VILLAGE,8411,BARBINA REGIONAL CHAIRWOMAN,DEVELOPMENT WITH IN THE BARBINA VILLAGE,1112,Government (Central or Local),,,"In a fixed factory, office",2 to 4 persons,,1 year or more but less than 5 years,Spouse/Partner,,,,,,,,,,,,,,,,,,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10000,0,0,0,0,No,,,Yes
01 0006 054 3,3,107,86.75137429796524,01 0,01 0006,4,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,16,Not Married/ Never lived together,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Frm 3/Grd 9,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5000,0,0,,0,No,,,Yes
01 0006 054 3,4,104,86.75137429796524,01 0,01 0006,4,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,11,Not Married/ Never lived together,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Primary,Std 3/Grd 5,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 054 3,5,105,86.75137429796524,01 0,01 0006,4,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,4,,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Pre-primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 067 3,1,101,86.75137429796524,01 0,01 0006,6,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Head,Male,42,Living together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,8,8,8,8,8,8,0,,48,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,6 months or more but less than 12 months,Less than 6 months,No,No,No,No,No,No,,3,NOLAND'S CONSTRUCTION,CONSTRUCTION,4100,MASON,LAYING OF THE BLOCKS,7113,Other non-governmental private organization,"Yes, registered",1 2 3,In a construction site,5 to 9 persons,Don't know,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,30000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 067 3,2,102,86.75137429796524,01 0,01 0006,6,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Spouse/ partner,Female,33,Living together,Mixed,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 4/Grd 6,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,3 months or more but less than 6 months,Less than 6 months,No,No,No,No,No,No,,3,BARBINA PRIMARY FEEDING PROGRAM,PERPARING LUNCH FOR ALL STUDENTS AND TEACHERS,8510,HEAD COOK,"MAKE SURE THE FOOD IS COOKED AND SERVE ON TIME,, MAKING MENU LIST ALSO ENSURING THE SURROUNDING IS KEPT CLEAN AT ALL TIME",5120,Government (Central or Local),,,"In a fixed factory, office",2 to 4 persons,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,24000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 067 3,3,103,86.75137429796524,01 0,01 0006,6,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Female,14,Not Married/ Never lived together,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Frm 2/Grd 8,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 067 3,4,104,86.75137429796524,01 0,01 0006,6,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,11,Not Married/ Never lived together,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Primary,Std 3/Grd 5,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 067 3,5,105,86.75137429796524,01 0,01 0006,6,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Female,9,,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Primary,Std 3/Grd 5,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 075 2,1,101,86.75137429796524,01 0,01 0006,6,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Head,Female,77,Separated,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,Yes,15,0,Government employee,,Guyana,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,19000,0,,,,0,0,0,0,0,15000,0,0,0,0,No,,,Yes
01 0006 075 2,2,102,86.75137429796524,01 0,01 0006,6,Interior,174,6,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,55,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,No,No,99,No,,,No,,,,Yes,Sought assistance of friends or relatives,,,Less than 3 months,"Yes, in the last 7 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 months or more,Yes,Insufficient payment,84,Private employee (work for another person or company),,Paid Temporary,Guyana,Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 084 5,1,107,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Head,Male,59,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,84,,,,12,12,12,12,12,12,12,,84,,Yes,Yes,Yes,From 1 month to less than 3 months ago,Other,ASSIST IN REPAIRING THE PUMP PIPES,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,No,No,Yes,No,,3,GUYANA WATER INCOOPERATION,DISTRIBUTING PURIFY WATER THROUGHOUT THE BARBINA COMMUNITY,3600,PUMP STATION OPERATOR,MAKING SURE WATER REACH EACH RESIDENT HOME AND TGE SURROUNDING IS CLEAN,5245,Government (Central or Local),,,"In a fixed factory, office",2 to 4 persons,,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,241728,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 084 5,2,108,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Spouse/ partner,Female,50,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,MABARUMA REGIONAL ADMINISTRATION OFFICE,RESPONSIBLE FOR ALL THE ADMINISTRATION AFFAIRS OF REGION #1,8411,CLEANER,MAKING SURE ALL OFFICE ARE CLEAN AND READY FOR USE,9112,Government (Central or Local),,,"In a fixed factory, office",2 to 4 persons,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,47000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 084 5,3,103,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Step/ adopted child,Female,17,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,No,No,99,No,,,No,,,,No,,Yes,"Lacks employers requirements (skills, experience, qualifications)",,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,,,,,,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12000,0,0,0,0,0,0,,0,No,,,Yes
01 0006 084 5,4,104,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Step/ adopted child,Female,14,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Frm 2/Grd 8,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 084 5,5,109,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Step/ adopted child,Male,12,Not Married/ Never lived together,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Std 4/Grd 6,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 084 5,6,106,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Step/ adopted child,Male,9,,Mixed,Guyana,,Region 1,In this city/village,Yes,Yes,Primary,Std 2/Grd 4,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 087 8,1,101,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Head,Male,62,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 4/Grd 6,,College of Preceptors (CP),No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,Yes,5,3,Government employee,,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 087 8,2,102,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Spouse/ partner,Female,54,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,MABARUMA REGIONAL DECMOCRATIC OFFICE,ADDRESS AND LOOK AFTER ALL THE AFFAIRS WITH REGION #1,8411,CLEANER,MAKING SURE ALL OFFICES ARE CLEAN AND READY FOR USE,9112,Government (Central or Local),,,"In a fixed factory, office",1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,61000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 087 8,3,103,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Female,19,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 1-2,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,8,8,8,8,8,8,0,,48,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,No,No,No,,3,GAMEL'S STORE,HOUSE HOLD ITEMS EG RICE FLOUR SUGAR OIL ETC,4711,SALES GIRL,MAKING SURE GOODS ARE ISSUE ACCORDING TO CUSTOMERS ORDER,5223,"Business owned by individual, family or partners","Yes, registered",1,"In a fixed shop, store",5 to 9 persons,1 person,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,48,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,33000,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
01 0006 087 8,4,104,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Female,17,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Frm 4/Grd 10,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
01 0006 087 8,5,108,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,12,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Std 4/Grd 6,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 087 8,6,107,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Parent/parent-in-law,Male,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0006 090 7,1,101,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Head,Male,70,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,56,,,,8,8,8,8,8,8,8,,56,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,No,No,Yes,No,,1,KUMAKA BOAT HOUSE,SECURITY GUARD,8020,SECURITY GUARD AT KUMAKA BOAT HOUSE,MAKING SURE THE BOATS ARE SECURE AND NO UNAUTHORIZE PERSON DONT ENTER THE AREA,5414,Government (Central or Local),,,"In a fixed factory, office",5 to 9 persons,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,68125,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,27500,19000,27500,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 090 7,2,103,86.75137429796524,01 0,01 0006,3,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Spouse/ partner,Female,69,Married,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 2/Grd 4,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,No,,,,,,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19000,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 091 1,1,103,86.75137429796524,01 0,01 0006,4,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Head,Female,69,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,University / Tertiary,,Technical/Vocational Certificate or Diploma,College of Preceptors (CP),No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,Yes,14,3,Government employee,,Guyana,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,19000,27500,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0006 091 1,2,104,86.75137429796524,01 0,01 0006,4,Interior,174,5,01,Interior,Rural,8.2065611,-59.803223,Son/daughter,Male,35,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,University / Tertiary,,Post graduate Certificate or Diploma,GCE O' levels/CXC 5+,Yes,HINTER EMPLOYMENT YOUTH SERVICE,On-site government,Yes,,,,,,,,,,,,,,,,,No,,20,,,Full time work is less than 40 hrs/wk,4,4,4,4,4,0,0,,20,,Yes,Yes,Yes,In the past 30 days,Other,RECAP WHAT WAS DONE IN CLASS,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,No,No,Yes,Yes,No,No,,3,HINTERLAND EMPLOYMENT YOUTH SERVICE,TRAINING YOUTHS TO OPERATE THEIR OWN BUSINESS,8522,FACILATOR,MAKING SURE THE STUDENTS UNDERSTAND WHAT IS BEING THOUGHT,2320,Government (Central or Local),,,"In a fixed factory, office",2 to 4 persons,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,65000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0014 004 5,1,101,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Brother/sister,Male,64,Living together,Mixed,Guyana,,Region 1,In this city/village,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,,50,,,,10,10,10,10,10,0,0,,50,,Yes,Yes,No,,,,Self-employed (with paid help),No,,,,,,,,,,No,No records are kept,3,LEO'S WILD CABBAGE CUTTER,CUTTING OF WILD CABBAGE,0230,CUTTING OF WILD CABBAGE,CUTTING THE CABBAGE TO CATCH THE CABBAGE BOAT,6210,"Business owned by individual, family or partners",No,,In a farm or agricultural plot,2 to 4 persons,2 to 4 persons,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,No
01 0014 004 5,2,106,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Spouse/ partner,Female,62,Living together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,Yes,No jobs available in the area,,"Yes, in the last 7 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0014 004 5,3,103,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Son/daughter,Male,39,Living together,Ameridian,Guyana,,Region 1,In this city/village,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,,50,,,,10,10,10,10,10,0,0,,50,,Yes,Yes,No,,,,Self-employed (with paid help),No,,,,,,,,,,No,No records are kept,3,LOE 'S WILD CABBAGE WILD CUTTING,WILD CABBAGE,0230,EILD CABBAGE CUTTER,G LOCATING THE WILD CABBAGE,6210,"Business owned by individual, family or partners",No,,In a farm or agricultural plot,2 to 4 persons,2 to 4 persons,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,No
01 0014 004 5,4,104,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Son/daughter,Female,33,Living together,Ameridian,Guyana,,Region 1,In this city/village,No,,,,,,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0014 004 5,5,107,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Son/daughter-in-law,Female,21,Living together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 3/Grd 5,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0014 004 5,6,108,111.9662889259208,01 0,01 0014,4,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Grand/great-grand child,Male,2,,Ameridian,Guyana,,Region 1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 0014 036 2,1,101,111.9662889259208,01 0,01 0014,5,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Head,Female,56,Separated,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 4/Grd 6,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,18,,,Full time work is less than 40 hrs/wk,0,0,9,0,0,0,0,,9,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,Daily,Less than 6 months,No,No,No,No,No,No,,3,PEARLIBE RODRIGUES'S HOUSE,"COOKING, CLEANING AND BAKING (HOUSE CLEANING  )",9700,HOUSE KEEPER,COMPLETING THE JOB ON TIME,9111,"Business owned by individual, family or partners",No,,"In your home or the business owners home, but a separate workspace (whether inside or attached to the home)",1 person,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,10000,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,5000,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
01 0014 036 2,2,102,111.9662889259208,01 0,01 0014,5,Interior,174,11,01,Interior,Rural,8.1903324,-59.779461,Grand/great-grand child,Male,13,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,Yes,Secondary,Frm 1/Grd 7,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
